Indicador11,Municipio,Sexo,Grupo_Etareo,Año,Valor1
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 65 a 69 Años,2018,28.95
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 65 a 69 Años,2019,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 65 a 69 Años,2020,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 65 a 69 Años,2021,25.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 65 a 69 Años,2022,5.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 65 a 69 Años,2023,12
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 65 a 69 Años,2024,12.9
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2011,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2012,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2013,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2014,5.88
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2015,29.41
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2016,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2017,22.73
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2018,27.27
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2019,34.78
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2020,23.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2021,16
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2022,6.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2023,13.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 70 a 74 Años,2024,10.34
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 75 a 79 Años,2010,14.29
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 75 a 79 Años,2013,8.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 75 a 79 Años,2014,10
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 75 a 79 Años,2015,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 75 a 79 Años,2016,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 75 a 79 Años,2017,0
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 75 a 79 Años,2018,40
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 75 a 79 Años,2019,11.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 75 a 79 Años,2020,45.45
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 75 a 79 Años,2021,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 75 a 79 Años,2023,5.26
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 75 a 79 Años,2024,7.69
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 80 años o más,2009,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 80 años o más,2013,11.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 80 años o más,2014,4.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 80 años o más,2015,6.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 80 años o más,2016,7.14
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 80 años o más,2017,6.25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 80 años o más,2018,17.65
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 80 años o más,2019,6.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 80 años o más,2020,20
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 80 años o más,2021,26.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 80 años o más,2023,5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,De 80 años o más,2024,5.88
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2009,15.43
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2010,7.02
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2011,13
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2012,9.12
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2013,13.27
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2014,9.77
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2015,26.72
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2016,26.65
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2017,31.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2018,37.15
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2019,33.13
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2020,27.31
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2021,22.38
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2022,11.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2023,24.22
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,La Union,Total,TOTAL,2024,24.84
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2009,11.14
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2010,9.7
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2011,10.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2012,9.45
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2013,15.52
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2014,24.08
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2015,34.44
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2016,27.51
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2017,30.19
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2018,32.38
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2019,32.64
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2020,32.41
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2021,26.34
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2022,16.58
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2023,22.03
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Femenino,TOTAL,2024,32.69
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2009,12.4
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2010,7.98
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2011,11.27
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2012,10.98
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2013,11.61
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2014,22.7
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2015,27.31
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2016,20.99
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2017,27.02
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2018,29.54
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2019,31.13
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2020,25.05
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2021,17.84
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2022,13.39
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2023,20.26
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Masculino,TOTAL,2024,28.93
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2009,26.09
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2010,12.5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2011,18.52
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2012,16.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2013,31.48
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2014,51.85
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2015,44.93
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2016,19.61
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2017,28.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2018,30.84
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2019,35.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2020,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2021,22.86
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2022,11.82
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2023,17.65
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 0 a 04 Años,2024,17.39
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2009,22.86
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2010,21.62
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2011,24.39
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2012,20.34
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2013,16.87
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2014,53.59
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2015,55.49
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2016,41.14
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2017,41.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2018,51.86
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2019,48.03
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2020,34.13
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2021,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2022,19.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2023,26.27
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 05 a 09 Años,2024,40.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2009,13.64
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2010,24
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2011,24
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2012,21.84
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2013,19.27
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2014,48.8
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2015,45.4
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2016,31.06
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2017,47.26
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2018,47.7
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2019,48.52
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2020,41.45
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2021,37.29
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2022,21.31
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2023,28.91
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 10 a 14 Años,2024,53.57
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2009,17.95
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2010,15.63
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2011,18.6
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2012,12.99
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2013,14.29
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2014,27.61
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2015,32.93
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2016,23.73
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2017,32.86
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2018,33.46
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2019,39.58
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2020,36.72
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2021,31.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2022,24.02
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2023,30.94
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 15 a 19 Años,2024,51.79
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2009,13.16
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2010,7.14
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2011,2.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2012,7.25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2013,14.61
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2014,26.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2015,29.84
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2016,33.02
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2017,26.55
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2018,30.04
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2019,35.87
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2020,27.62
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2021,30.32
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2022,20.11
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2023,25.45
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 20 a 24 Años,2024,36.84
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2009,12.96
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2010,13.73
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2011,6.82
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2012,14.08
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2013,19
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2014,19.17
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2015,35.82
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2016,20.97
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2017,29.81
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2018,31.6
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2019,35.92
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2020,25
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2021,25.54
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2022,15
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2023,18.99
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 25 a 29 Años,2024,34.53
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2009,12.12
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2010,8.82
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2011,7.02
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2012,6.82
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2013,14
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2014,17.31
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2015,34.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2016,27.56
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2017,32.98
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2018,34.07
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2019,33.99
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2020,28.67
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2021,24.31
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2022,11.36
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2023,20.18
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 30 a 34 Años,2024,29.66
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2009,6.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2010,7.41
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2011,5
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2012,12.94
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2013,15.15
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2014,23.36
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2015,34.23
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2016,28.23
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2017,29.44
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2018,32.02
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2019,27.73
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2020,27.7
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2021,20.34
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2022,16.96
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2023,17.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 35 a 39 Años,2024,33.33
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2009,3.66
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2010,7.02
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2011,10
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2012,11.24
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2013,9.76
Porcentaje de personas que requieren y son atendidas al menos una vez en los servicios en salud mental,Marinilla,Total,De 40 a 44 Años,2014,10.74
